skew_type	skew_bin	ccre_class	cell_line	n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved	n_tf_chip_peak	n_tf_footprint	phyloP_mean	phyloP_var	phyloP_se	phyloP_lci	phyloP_uci	frac_conserved	frac_conserved_se	frac_conserved_lci	frac_conserved_uci
HepG2_skew	[-0.05,0.05)	Other cCREs	K562	2030349	2029865	470291.698	526725.590818	2027473	-64587.12108784297	4777263.083821658	90785	285948	447303	-0.03185597099830329	2.3552510704786154	0.0010778071622168052	-0.03396847303624823	-0.029743468960358354	0.04477741503832604	1.452460266525895e-4	0.04449273282608696	0.04506209725056511
HepG2_skew	[-0.05,0.05)	Other cCREs	MCF-7	1626221	1625512	440273.555	566255.682571	1625143	-235999.73406517613	4295891.064020979	71053	235007	319882	-0.14521782640984587	2.622306048091018	0.001270269579011694	-0.1477075547847088	-0.14272809803498296	0.04372107562226832	1.6039540421700362e-4	0.043406700630002994	0.04403545061453364
HepG2_skew	[-0.05,0.05)	Other cCREs	SK-N-SH	2263302	2262319	622225.872	764753.199964	2261679	141930.27838894198	7927393.344982501	177226	425809	499957	0.06275438662557417	3.5011556010265856	0.001244200075719241	0.06031575447716446	0.06519301877398388	0.07836036855804913	1.7869537943206496e-4	0.07801012561436228	0.07871061150173599
HepG2_skew	[-0.05,0.05)	PLS	H1	366355	366252	58941.888	22932.311188	366217	72839.1580300281	2155849.644724027	47932	151942	182881	0.19889616820089756	5.84726558997115	0.003995831442240721	0.19106433857410574	0.20672799782768939	0.13088414792322584	5.573308846918075e-4	0.1297917793892299	0.13197651645722178
HepG2_skew	[-0.05,0.05)	PLS	HCT116	342539	342429	55777.351	23132.205341	342460	51963.01302766577	1954872.394286846	42347	147094	172317	0.1517345471811767	5.685316519743746	0.004074481947588492	0.14374856256390325	0.15972053179845017	0.12365531740933247	5.62521271858564e-4	0.12255277571648969	0.12475785910217525
HepG2_skew	[-0.05,0.05)	PLS	HepG2	317940	317855	51853.004	22553.22982	317802	37206.59102876753	1864778.8813807508	38589	137794	158551	0.11707475418269088	5.854049952272277	0.004291903009074127	0.10866262428490558	0.12548688408047617	0.12142466063775559	5.793815224761096e-4	0.12028907285370241	0.12256024842180877
HepG2_skew	[-0.05,0.05)	PLS	K562	361353	361244	59471.346	25581.459968	361174	52827.44499663656	1981118.5425238032	43071	154186	177324	0.14626591337315686	5.463840564023888	0.003889473075950099	0.13864254614429466	0.15388928060201906	0.11925277013295531	5.392642641375476e-4	0.11819581217524572	0.1203097280906649
HepG2_skew	[-0.05,0.05)	PLS	MCF-7	366485	366360	60595.634	25130.305224	366347	75663.714054921307	2027482.8024592523	47149	155239	184565	0.20653564531692986	5.491681493587602	0.0038717414753512555	0.1989470320252414	0.21412425860861833	0.12870038515396603	5.532575695841629e-4	0.12761600031758108	0.129784769990351
HepG2_skew	[-0.05,0.05)	PLS	SK-N-SH	409019	408867	67321.96399999999	26985.277006	408809	103196.9430111888	2337187.0703912573	54793	169830	200676	0.25243314851480475	5.65335497629655	0.0037187150701283754	0.24514446697735315	0.25972183005225635	0.13403080656247784	5.32835697199243e-4	0.13298644859596734	0.13507516452898835
HepG2_skew	[-0.05,0.05)	dELS	H1	299504	299475	71263.534	81195.444674	299365	65801.33896598314	1207724.09571224	27556	48700	85800	0.21980304633468556	3.985986160508998	0.0036489455375282786	0.21265111308113013	0.22695497958824098	0.09204816862358658	5.283703864085421e-4	0.09101256266622584	0.09308377458094733
HepG2_skew	[-0.05,0.05)	dELS	HCT116	825545	825188	199305.809	240958.631607	824882	33523.41895039918	2543241.468723529	49077	135650	221002	0.040640260001308284	3.081510021762232	0.0019327953799500653	0.036851981056606156	0.04442853894601041	0.05949578242706229	2.604519122808965e-4	0.05898529667899174	0.06000626817513285
HepG2_skew	[-0.05,0.05)	dELS	HepG2	746153	746088	183684.827	223225.377629	745789	74313.38087220732	2316193.7174151894	49985	127411	164508	0.09964397553759484	3.095770965354019	0.0020374005762310364	0.09565067040818201	0.10363728066700767	0.0670229783491041	2.8956052046649045e-4	0.06645543972898978	0.06759051696921843
HepG2_skew	[-0.05,0.05)	dELS	K562	954233	954122	232042.986	277245.889124	953460	15271.961907144658	2702428.473290775	49073	149234	200352	0.016017412274395	2.83408500625687	0.0017240712000978402	0.012638232722203234	0.01939659182658677	0.05146833637488725	2.2627925634925662e-4	0.05102482903244271	0.05191184371733179
HepG2_skew	[-0.05,0.05)	dELS	MCF-7	505376	505325	138758.942	177655.784148	504965	3803.1989525844	1785349.6587928685	34903	103042	147816	0.007531609027525472	3.5355411763715905	0.0026460455197894273	0.0023453598087381945	0.01271785824631275	0.06911964195538305	3.5695793000328286e-4	0.06842000441257662	0.06981927949818947
HepG2_skew	[-0.05,0.05)	dELS	SK-N-SH	296921	296912	74150.431	81736.361885	296741	92415.99385210728	1632555.2859409738	36725	58013	102043	0.3114365519160051	5.404642338322379	0.004267708044985823	0.3030718441478329	0.31980125968417733	0.12376112502148338	6.045254720717292e-4	0.12257625509622279	0.12494599494674398
