skew_type	skew_bin	ccre_class	cell_line	n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved	n_tf_chip_peak	n_tf_footprint
HepG2_skew	[-1.0,-0.5)	non-cCRE	K562	911804	911429	672152.143	1461963.019157	903155	-295266.67158789205	1552838.0391167442	11886	39111	21118
HepG2_skew	[-1.0,-0.5)	non-cCRE	MCF-7	911804	911429	672152.143	1461963.019157	903155	-295266.67158789205	1552838.0391167442	11886	39111	21118
HepG2_skew	[-1.0,-0.5)	non-cCRE	SK-N-SH	911804	911429	672152.143	1461963.019157	903155	-295266.67158789205	1552838.0391167442	11886	39111	21118
HepG2_skew	[-1.0,-0.5)	pELS	H1	11831	11831	2488.9410000000003	1756.157717	11831	20444.541003865088	138807.7031246786	3833	5023	7675
HepG2_skew	[-1.0,-0.5)	pELS	HCT116	20136	20129	4814.258	4467.831196	20135	29225.3469935886	201877.55987158115	5615	8431	12918
HepG2_skew	[-1.0,-0.5)	pELS	HepG2	18465	18463	4397.42	4161.342196	18452	26186.575990785048	180716.9014722014	5092	7731	11415
HepG2_skew	[-1.0,-0.5)	pELS	K562	25764	25761	6571.622	6385.540302	25720	33606.60298753485	235101.44594091855	6567	10570	15413
HepG2_skew	[-1.0,-0.5)	pELS	MCF-7	19519	19515	4574.798	4003.890094	19517	30552.583008842434	204580.0357538995	5884	8306	12537
HepG2_skew	[-1.0,-0.5)	pELS	SK-N-SH	16785	16781	3338.29	2056.167464	16785	30469.911994859358	199414.14643763634	5644	7317	11003
HepG2_skew	[-1.5,-1.0)	Inactive cCRE	H1	157056	157034	109379.184	231778.986576	156583	-5276.816976732226	486737.55911692674	9501	15144	50289
HepG2_skew	[-1.5,-1.0)	Inactive cCRE	HCT116	152369	152347	108095.722	229386.070852	151886	-8411.19197379053	469754.9347993152	8869	14606	46841
HepG2_skew	[-1.5,-1.0)	Inactive cCRE	HepG2	151880	151858	107268.197	227532.324757	151399	-6079.14797220461	479906.0609671887	9179	14214	47482
HepG2_skew	[-1.5,-1.0)	Inactive cCRE	K562	147255	147234	103223.535	219965.832011	146794	-7220.433975092713	449648.2051052431	8645	13178	44915
HepG2_skew	[-1.5,-1.0)	Inactive cCRE	MCF-7	156601	156579	108023.96	228508.27678	156124	-2700.8619765334292	491652.6763187078	9678	14673	50591
HepG2_skew	[-1.5,-1.0)	Inactive cCRE	SK-N-SH	157496	157474	108605.044	230352.437874	157000	-6445.6499744991315	470624.04836798453	9177	14499	51509
HepG2_skew	[-1.5,-1.0)	Other cCREs	H1	12018	12018	4875.124	7709.01466	11997	13226.90899276873	107600.90699894939	2704	2107	8050
HepG2_skew	[-1.5,-1.0)	Other cCREs	HCT116	9824	9824	3511.946	5564.420228	9810	10408.334986861917	81549.37612975741	1990	1176	6773
HepG2_skew	[-1.5,-1.0)	Other cCREs	HepG2	11816	11816	4848.238	8208.35213	11805	11005.470000126406	89879.38039323236	2242	1823	7727
HepG2_skew	[-1.5,-1.0)	Other cCREs	K562	14396	14395	7245.679	12788.333725	14371	11413.939000505256	106083.3420843291	2523	2296	9081
HepG2_skew	[-1.5,-1.0)	Other cCREs	MCF-7	9016	9016	4609.242	8135.21763	8998	7360.140002232048	74747.33010378153	1704	1484	5412
HepG2_skew	[-1.5,-1.0)	Other cCREs	SK-N-SH	10816	10816	5584.076	9417.77875	10813	10612.190999412796	100103.04991645855	2358	2224	6201
HepG2_skew	[-1.5,-1.0)	PLS	H1	5012	5012	924.365	421.507159	5010	18763.282983741377	125041.60609227719	3111	2279	3807
HepG2_skew	[-1.5,-1.0)	PLS	HCT116	4778	4778	929.165	521.348737	4777	17669.913990471756	117159.20162883439	2955	2195	3620
HepG2_skew	[-1.5,-1.0)	PLS	HepG2	4652	4652	963.842	650.963984	4650	16969.26798875549	113351.65102439761	2837	2157	3482
HepG2_skew	[-1.5,-1.0)	PLS	K562	4900	4900	1001.028	673.817168	4898	17588.95298676206	116992.28479721911	2944	2239	3676
HepG2_skew	[-1.5,-1.0)	PLS	MCF-7	4903	4903	935.546	491.38448	4901	18495.172987157137	122391.26052086585	3088	2284	3712
HepG2_skew	[-1.5,-1.0)	PLS	SK-N-SH	5206	5206	972.053	455.728113	5204	19712.946981283014	130590.29736891988	3276	2383	3925
HepG2_skew	[-1.5,-1.0)	dELS	H1	2252	2252	991.222	1643.52695	2249	2242.05300075491	17299.244275323064	477	408	1446
HepG2_skew	[-1.5,-1.0)	dELS	HCT116	7742	7742	3129.259	5372.700621	7739	7108.693996486255	53265.82711018853	1555	1331	5259
HepG2_skew	[-1.5,-1.0)	dELS	HepG2	6764	6764	2710.507	4651.923145	6762	5687.2809819584945	43763.4626326836	1247	1215	4153
HepG2_skew	[-1.5,-1.0)	dELS	K562	7273	7273	3750.581	6785.105391	7263	4212.706983648705	42753.6478821072	1076	1263	4457
HepG2_skew	[-1.5,-1.0)	dELS	MCF-7	4622	4622	2252.677	4009.901281	4621	3723.4389878589427	33980.18934403274	917	959	3111
HepG2_skew	[-1.5,-1.0)	dELS	SK-N-SH	2132	2132	916.857	1358.585187	2132	3184.690989873255	23508.789560199497	650	469	1498
HepG2_skew	[-1.5,-1.0)	non-cCRE	H1	196483	196409	182303.25	418704.821222	194869	-71677.06684605747	320880.3789169809	1945	8970	4083
HepG2_skew	[-1.5,-1.0)	non-cCRE	HCT116	196483	196409	182303.25	418704.821222	194869	-71677.06684605747	320880.3789169809	1945	8970	4083
HepG2_skew	[-1.5,-1.0)	non-cCRE	HepG2	196483	196409	182303.25	418704.821222	194869	-71677.06684605747	320880.3789169809	1945	8970	4083
HepG2_skew	[-1.5,-1.0)	non-cCRE	K562	196483	196409	182303.25	418704.821222	194869	-71677.06684605747	320880.3789169809	1945	8970	4083
HepG2_skew	[-1.5,-1.0)	non-cCRE	MCF-7	196483	196409	182303.25	418704.821222	194869	-71677.06684605747	320880.3789169809	1945	8970	4083
HepG2_skew	[-1.5,-1.0)	non-cCRE	SK-N-SH	196483	196409	182303.25	418704.821222	194869	-71677.06684605747	320880.3789169809	1945	8970	4083
HepG2_skew	[-1.5,-1.0)	pELS	H1	2405	2405	559.121	482.200217	2403	5809.140003756971	38093.61444521557	997	1000	1720
HepG2_skew	[-1.5,-1.0)	pELS	HCT116	4030	4030	1062.924	1190.695124	4030	7988.817004260377	53043.59126059649	1421	1630	2819
HepG2_skew	[-1.5,-1.0)	pELS	HepG2	3631	3631	938.232	991.671546	3626	7181.697005653987	47872.37591118985	1285	1529	2468
HepG2_skew	[-1.5,-1.0)	pELS	K562	4919	4919	1508.193	1822.147267	4916	8769.40300846647	59295.45105979362	1602	1962	3183
HepG2_skew	[-1.5,-1.0)	pELS	MCF-7	3601	3601	907.591	890.455391	3598	7886.678003575073	52001.474641304434	1403	1538	2486
HepG2_skew	[-1.5,-1.0)	pELS	SK-N-SH	3093	3093	650.986	450.705638	3093	7700.3890082198195	49946.74571512968	1329	1363	2179
HepG2_skew	[0.05,0.2)	Inactive cCRE	H1	16694870	16686551	3330503.925999998	3326296.630280002	16655923	-1052225.2800312052	36114796.46330481	676815	1297103	1580694
HepG2_skew	[0.05,0.2)	Inactive cCRE	HCT116	16583157	16574957	3310660.571999998	3307415.622274002	16544372	-989538.0390471242	36297489.81796796	685155	1275134	1548708
HepG2_skew	[0.05,0.2)	Inactive cCRE	HepG2	16608974	16600614	3308235.605999998	3299026.980198002	16569843	-990685.6350494719	36310446.76897805	685911	1275878	1591778
HepG2_skew	[0.05,0.2)	Inactive cCRE	K562	16228877	16220611	3244148.733999998	3253743.361012002	16190454	-979169.701062349	35424128.732789464	668343	1181315	1493869
HepG2_skew	[0.05,0.2)	Inactive cCRE	MCF-7	16601258	16593016	3297003.3609999972	3275005.688775002	16561789	-954151.8410240742	36122688.30275646	681536	1255934	1581151
HepG2_skew	[0.05,0.2)	Inactive cCRE	SK-N-SH	16468670	16460528	3272561.462999998	3264117.292659002	16429202	-1135209.3568525699	34892506.59673882	642027	1203052	1531338
HepG2_skew	[0.05,0.2)	Other cCREs	H1	654645	654478	117164.4	92090.855104	653579	-16692.29497641663	2165897.9219200807	42897	109370	192580
HepG2_skew	[0.05,0.2)	Other cCREs	HCT116	503199	503022	87951.20599999999	68254.647816	502146	-51129.18193097531	1303798.4113656436	23475	63188	142200
HepG2_skew	[0.05,0.2)	Other cCREs	HepG2	521162	521037	96052.61	79562.438324	520449	-49446.499977579115	1467621.0947131568	26010	78741	138594
HepG2_skew	[0.05,0.2)	Other cCREs	K562	697576	697392	129432.519	108995.074833	696490	-68214.7639383882	1821452.5483188294	32559	105365	177135
HepG2_skew	[0.05,0.2)	Other cCREs	MCF-7	572250	572030	115677.617	112416.254617	571802	-110129.21798822796	1647365.477158896	26374	88933	130203
HepG2_skew	[0.05,0.2)	Other cCREs	SK-N-SH	789471	789142	160843.966	149355.800344	788937	11796.491917241245	2855648.1324708113	61827	158386	195782
HepG2_skew	[0.05,0.2)	PLS	H1	161924	161881	22950.983	7579.377287	161843	48745.48294595652	1038863.3496388701	24475	67793	79381
HepG2_skew	[0.05,0.2)	PLS	HCT116	149960	149916	21449.866	7451.700942	149915	36370.44692643197	930799.3136791572	21334	64689	74290
HepG2_skew	[0.05,0.2)	PLS	HepG2	139467	139435	19908.912	7127.69474	139386	28741.38094218785	878415.0407531807	19357	60969	68370
HepG2_skew	[0.05,0.2)	PLS	K562	156551	156514	22590.335	8076.105809000001	156474	36740.094924202655	943495.8404814722	21672	67318	76249
HepG2_skew	[0.05,0.2)	PLS	MCF-7	161758	161718	23457.788	8250.614888	161677	48793.24993118936	994169.4056097446	24079	69013	80073
HepG2_skew	[0.05,0.2)	PLS	SK-N-SH	179682	179623	25970.212	8767.023532	179587	63776.63193536294	1115450.3524190122	27656	75079	87380
HepG2_skew	[0.05,0.2)	dELS	H1	108531	108517	20167.328	17003.329944	108469	20396.790983878775	442957.71598411025	10206	18988	34425
HepG2_skew	[0.05,0.2)	dELS	HCT116	289671	289583	56385.561	52156.159945	289417	-82.78301213005147	920438.2978921884	18133	51403	89336
HepG2_skew	[0.05,0.2)	dELS	HepG2	280792	280779	55282.156	50162.576414	280647	9173.964016929382	894642.1108273703	18827	49857	69117
HepG2_skew	[0.05,0.2)	dELS	K562	318152	318117	61416.586	55291.32348	317884	-10937.112979881815	937344.3057764143	17024	54258	78547
HepG2_skew	[0.05,0.2)	dELS	MCF-7	196422	196398	40716.833	40173.755575	196243	-4589.361971966333	705881.5009677574	14116	41212	61928
HepG2_skew	[0.05,0.2)	dELS	SK-N-SH	106102	106098	20745.52	17547.502974	106033	26833.76796032606	563233.1194739777	12957	22580	39505
HepG2_skew	[0.05,0.2)	non-cCRE	H1	47328095	47304594	8853903.960999988	8415987.702578986	46768889	-6985421.927460616	58240695.2197366	607753	1279122	267820
HepG2_skew	[0.05,0.2)	non-cCRE	HCT116	47328095	47304594	8853903.960999988	8415987.702578986	46768889	-6985421.927460616	58240695.2197366	607753	1279122	267820
HepG2_skew	[0.05,0.2)	non-cCRE	HepG2	47328095	47304594	8853903.960999988	8415987.702578986	46768889	-6985421.927460616	58240695.2197366	607753	1279122	267820
HepG2_skew	[0.05,0.2)	non-cCRE	K562	47328095	47304594	8853903.960999988	8415987.702578986	46768889	-6985421.927460616	58240695.2197366	607753	1279122	267820
HepG2_skew	[0.05,0.2)	non-cCRE	MCF-7	47328095	47304594	8853903.960999988	8415987.702578986	46768889	-6985421.927460616	58240695.2197366	607753	1279122	267820
HepG2_skew	[0.05,0.2)	non-cCRE	SK-N-SH	47328095	47304594	8853903.960999988	8415987.702578986	46768889	-6985421.927460616	58240695.2197366	607753	1279122	267820
HepG2_skew	[0.05,0.2)	pELS	H1	107590	107580	15287.364	5901.418558	107567	34812.83500808126	523899.65949480986	13105	43228	45652
HepG2_skew	[0.05,0.2)	pELS	HCT116	201573	201529	29626.796	13593.480196	201531	39417.09099409264	833889.2694377286	19401	82068	78198
HepG2_skew	[0.05,0.2)	pELS	HepG2	177165	177142	26594.717	12991.921497	177056	37254.32399822853	735290.0950709397	17393	71037	64873
HepG2_skew	[0.05,0.2)	pELS	K562	326404	326373	48485.827	22765.746039	326079	56619.01698671131	1159993.6829765127	27900	128226	106932
HepG2_skew	[0.05,0.2)	pELS	MCF-7	195872	195845	29218.402000000002	13025.297317999999	195870	55114.70498337423	816310.4238498227	21393	81390	79377
HepG2_skew	[0.05,0.2)	pELS	SK-N-SH	183635	183616	25952.84	9083.991664	183622	67839.99896993433	859576.9092400483	23031	77385	78727
HepG2_skew	[0.2,0.5)	Inactive cCRE	H1	2927441	2925976	670875.644	820135.9124	2919363	-219583.32690105587	6470624.794059704	120658	261730	364015
HepG2_skew	[0.2,0.5)	Inactive cCRE	HCT116	2908258	2906835	666043.764	813118.69537	2900223	-205453.06291362815	6541285.8629693985	122939	258544	355930
HepG2_skew	[0.2,0.5)	Inactive cCRE	HepG2	2908028	2906576	664180.694	810235.57631	2899970	-203573.33391448838	6542503.91809481	123343	257438	366280
HepG2_skew	[0.2,0.5)	Inactive cCRE	K562	2842181	2840755	652197.111	800438.728473	2834262	-206775.29692704696	6362705.640554064	119223	238583	344121
HepG2_skew	[0.2,0.5)	Inactive cCRE	MCF-7	2902209	2900791	661771.878	805996.158768	2894078	-200515.1728988426	6448367.243214866	120735	250893	362672
HepG2_skew	[0.2,0.5)	Inactive cCRE	SK-N-SH	2874038	2872614	656605.142	804583.26147	2865894	-247433.0938755333	6164803.301692547	111364	238260	351273
HepG2_skew	[0.2,0.5)	Other cCREs	H1	151931	151918	28384.01	25266.345832	151733	10640.37197904289	529302.76106845	11839	27479	52088
HepG2_skew	[0.2,0.5)	Other cCREs	HCT116	108695	108675	20368.505	18863.421225	108486	-1889.5779929356652	303104.96260524204	6373	14361	36657
HepG2_skew	[0.2,0.5)	Other cCREs	HepG2	119860	119837	23818.557	23118.952483	119681	-562.6689964059087	351060.6953724276	7333	19108	37369
HepG2_skew	[0.2,0.5)	Other cCREs	K562	150057	150022	30222.676	29916.055788	149817	-4833.086994917482	423710.7397986735	8544	24535	45943
HepG2_skew	[0.2,0.5)	Other cCREs	MCF-7	129122	129072	27708.277	30141.398265	129013	-16702.608999405158	401570.7130539071	7360	21460	34757
HepG2_skew	[0.2,0.5)	Other cCREs	SK-N-SH	182310	182267	39004.866	39601.443638	182182	16715.625981669164	693057.4356816323	16275	39580	52208
HepG2_skew	[0.2,0.5)	PLS	H1	44024	44017	6126.0869999999995	1955.263727	43995	28006.470981294035	329068.08462374116	8530	18343	22342
HepG2_skew	[0.2,0.5)	PLS	HCT116	40218	40210	5677.489	1981.4229050000001	40203	23145.26097941886	291460.86242251226	7436	17340	20642
HepG2_skew	[0.2,0.5)	PLS	HepG2	37166	37160	5272.563	1915.760301	37137	19481.143990624	270738.3300049463	6655	16196	18858
HepG2_skew	[0.2,0.5)	PLS	K562	41523	41512	5934.2	2117.830318	41501	22944.46298684926	290799.89004273416	7445	17799	20962
HepG2_skew	[0.2,0.5)	PLS	MCF-7	44035	44027	6269.282	2139.472476	44006	28504.669969590028	315975.12332643487	8491	18760	22469
HepG2_skew	[0.2,0.5)	PLS	SK-N-SH	49096	49080	6967.005	2273.974405	49065	34447.485976552	355796.2110005138	9741	20500	24677
HepG2_skew	[0.2,0.5)	dELS	H1	26067	26065	5033.263	4727.740949	26048	7818.884999166947	121003.52628287509	2934	4714	9606
HepG2_skew	[0.2,0.5)	dELS	HCT116	70546	70520	14986.605	16111.155961	70487	7155.742986833565	236463.67777432248	5415	12822	25752
HepG2_skew	[0.2,0.5)	dELS	HepG2	68293	68288	14319.937	14674.843273	68254	9147.395995605619	236683.5316200951	5470	12865	20119
HepG2_skew	[0.2,0.5)	dELS	K562	69381	69370	14748.81	15347.83198	69323	3704.461980028772	218059.87114019325	4583	12641	21103
HepG2_skew	[0.2,0.5)	dELS	MCF-7	50990	50985	11036.676	11842.573908	50934	4809.9409859484285	195405.02168680326	4445	11013	18263
HepG2_skew	[0.2,0.5)	dELS	SK-N-SH	25532	25531	5188.258	4754.898052	25512	10499.298966751672	145391.77608072825	3642	5659	10967
HepG2_skew	[0.2,0.5)	non-cCRE	H1	5595775	5592748	1226259.07	1504784.359082	5538647	-945043.7776055206	7214107.896547076	71416	192693	53074
HepG2_skew	[0.2,0.5)	non-cCRE	HCT116	5595775	5592748	1226259.07	1504784.359082	5538647	-945043.7776055206	7214107.896547076	71416	192693	53074
HepG2_skew	[0.2,0.5)	non-cCRE	HepG2	5595775	5592748	1226259.07	1504784.359082	5538647	-945043.7776055206	7214107.896547076	71416	192693	53074
HepG2_skew	[0.2,0.5)	non-cCRE	K562	5595775	5592748	1226259.07	1504784.359082	5538647	-945043.7776055206	7214107.896547076	71416	192693	53074
HepG2_skew	[0.2,0.5)	non-cCRE	MCF-7	5595775	5592748	1226259.07	1504784.359082	5538647	-945043.7776055206	7214107.896547076	71416	192693	53074
HepG2_skew	[0.2,0.5)	non-cCRE	SK-N-SH	5595775	5592748	1226259.07	1504784.359082	5538647	-945043.7776055206	7214107.896547076	71416	192693	53074
HepG2_skew	[0.2,0.5)	pELS	H1	28937	28935	4089.9519999999998	1564.253284	28935	16174.656013018093	170508.24811007443	4564	11801	13464
HepG2_skew	[0.2,0.5)	pELS	HCT116	50683	50671	7432.593	3574.820731	50675	20098.694011777647	248192.04837337288	6362	21000	22534
HepG2_skew	[0.2,0.5)	pELS	HepG2	45053	45050	6917.205	3704.383825	45032	18564.519996130846	219520.93905256872	5724	18460	18889
HepG2_skew	[0.2,0.5)	pELS	K562	75258	75252	11406.159	5829.069633	75171	28016.516026552425	325231.2726091815	8730	30509	29386
HepG2_skew	[0.2,0.5)	pELS	MCF-7	52044	52036	7722.843	3529.9127750000002	52043	26960.228014175318	259189.31286283614	7494	21941	23354
HepG2_skew	[0.2,0.5)	pELS	SK-N-SH	47424	47419	6743.685	2435.938627	47421	28827.74002202659	261458.6896894253	7503	20068	22390
HepG2_skew	[0.5,1.0)	Inactive cCRE	H1	623066	622744	154373.289	201896.644975	621297	-65039.34893950613	1413905.6269032282	25340	58038	88308
HepG2_skew	[0.5,1.0)	Inactive cCRE	HCT116	619514	619202	152951.088	199193.20457	617754	-60960.547955741866	1434680.2391185462	25982	57560	86503
HepG2_skew	[0.5,1.0)	Inactive cCRE	HepG2	619468	619146	152857.6	199348.939394	617703	-60852.92294637824	1439505.307452914	26073	57434	88343
HepG2_skew	[0.5,1.0)	Inactive cCRE	K562	604619	604307	149873.539	196616.162527	602892	-61443.00895008296	1391328.7676425043	25065	52941	83362
HepG2_skew	[0.5,1.0)	Inactive cCRE	MCF-7	617137	616821	152130.08	198304.282476	615344	-60397.868954642785	1406837.336500947	25374	55628	87812
HepG2_skew	[0.5,1.0)	Inactive cCRE	SK-N-SH	609891	609581	150797.29	197962.40831199999	608112	-71397.09392189025	1339071.0513716573	23103	52623	84985
HepG2_skew	[0.5,1.0)	Other cCREs	H1	33341	33335	6593.126	6157.614558	33301	3621.700004158543	126594.87785819048	2902	6229	11968
HepG2_skew	[0.5,1.0)	Other cCREs	HCT116	22885	22878	4943.278	5484.4253	22838	-219.03999087738305	66504.31935977744	1458	3052	8267
HepG2_skew	[0.5,1.0)	Other cCREs	HepG2	25349	25343	5434.442	5719.068042	25305	378.39299279300013	76561.45914597009	1689	4121	8558
HepG2_skew	[0.5,1.0)	Other cCREs	K562	31893	31882	7037.487	7547.214411	31836	-516.0879905871118	97771.664193549	2006	5311	10442
HepG2_skew	[0.5,1.0)	Other cCREs	MCF-7	27583	27576	6347.139	7353.722339	27564	-3482.164980721892	92243.09263798273	1717	4680	7704
HepG2_skew	[0.5,1.0)	Other cCREs	SK-N-SH	40664	40648	9197.063	9778.691733	40634	4615.456981387457	165634.48334486727	3917	8944	12048
HepG2_skew	[0.5,1.0)	PLS	H1	9120	9117	1310.401	411.512637	9118	8232.41099297895	75736.8811164492	2086	3776	4645
HepG2_skew	[0.5,1.0)	PLS	HCT116	8232	8229	1181.795	386.308453	8232	6468.352994302753	65025.133018013395	1744	3495	4210
HepG2_skew	[0.5,1.0)	PLS	HepG2	7503	7501	1106.189	423.781771	7501	5603.954998101224	59517.456453224826	1546	3251	3852
HepG2_skew	[0.5,1.0)	PLS	K562	8467	8464	1223.282	393.99242	8467	6354.130996825872	63609.857232162525	1731	3614	4355
HepG2_skew	[0.5,1.0)	PLS	MCF-7	9109	9106	1338.378	458.662288	9107	7952.194994997002	72947.00388575521	2021	3816	4647
HepG2_skew	[0.5,1.0)	PLS	SK-N-SH	10250	10247	1502.099	479.636505	10248	9350.566993737006	80750.29099422791	2304	4248	5183
HepG2_skew	[0.5,1.0)	dELS	H1	5890	5889	1215.349	1238.614485	5880	1861.4580047049094	27988.546447991863	704	1138	2331
HepG2_skew	[0.5,1.0)	dELS	HCT116	15785	15777	3620.395	4169.547593	15773	1906.4760070032214	58441.32727258794	1340	2997	6086
HepG2_skew	[0.5,1.0)	dELS	HepG2	15417	15417	3451.152	3759.3473440000002	15409	2817.7970208165943	57215.48235595615	1402	2882	5069
HepG2_skew	[0.5,1.0)	dELS	K562	15669	15666	3670.006	4247.34589	15652	908.374005701161	54795.542968759444	1138	2944	5091
HepG2_skew	[0.5,1.0)	dELS	MCF-7	11794	11791	2725.666	3057.25861	11786	1400.3400092070228	48452.44166237166	1110	2552	4505
HepG2_skew	[0.5,1.0)	dELS	SK-N-SH	5909	5909	1319.139	1308.242723	5902	2679.6960086185713	35744.02724545344	896	1302	2672
HepG2_skew	[0.5,1.0)	non-cCRE	H1	1032679	1032136	225791.39	277192.447998	1023856	-189273.8086703789	1336241.2488612155	12058	39763	11818
HepG2_skew	[0.5,1.0)	non-cCRE	HCT116	1032679	1032136	225791.39	277192.447998	1023856	-189273.8086703789	1336241.2488612155	12058	39763	11818
HepG2_skew	[0.5,1.0)	non-cCRE	HepG2	1032679	1032136	225791.39	277192.447998	1023856	-189273.8086703789	1336241.2488612155	12058	39763	11818
HepG2_skew	[0.5,1.0)	non-cCRE	K562	1032679	1032136	225791.39	277192.447998	1023856	-189273.8086703789	1336241.2488612155	12058	39763	11818
HepG2_skew	[0.5,1.0)	non-cCRE	MCF-7	1032679	1032136	225791.39	277192.447998	1023856	-189273.8086703789	1336241.2488612155	12058	39763	11818
HepG2_skew	[0.5,1.0)	non-cCRE	SK-N-SH	1032679	1032136	225791.39	277192.447998	1023856	-189273.8086703789	1336241.2488612155	12058	39763	11818
HepG2_skew	[0.5,1.0)	pELS	H1	6618	6617	944.452	383.644402	6617	4467.967008669047	42128.935899485645	1133	2743	3201
HepG2_skew	[0.5,1.0)	pELS	HCT116	11619	11616	1740.061	854.545141	11616	5948.94601631863	61703.84945642077	1641	4820	5387
HepG2_skew	[0.5,1.0)	pELS	HepG2	10298	10295	1587.234	836.894506	10295	5196.96500567277	53555.16281728058	1455	4236	4631
HepG2_skew	[0.5,1.0)	pELS	K562	17387	17383	2632.303	1283.315809	17366	7840.779009148361	78849.0361883706	2225	7114	7203
HepG2_skew	[0.5,1.0)	pELS	MCF-7	12412	12408	1895.354	914.105344	12412	7671.686002166012	65874.99353828975	1943	5248	5785
HepG2_skew	[0.5,1.0)	pELS	SK-N-SH	11321	11317	1621.0259999999998	559.051784	11317	7895.561009152559	65155.01526913998	1945	4807	5565
HepG2_skew	[1.0,1.5)	Inactive cCRE	H1	108897	108838	25271.184	32730.001184	108568	-9895.908981681916	242738.99764262908	4489	10585	16239
HepG2_skew	[1.0,1.5)	Inactive cCRE	HCT116	108438	108380	24843.666	31762.653707999998	108110	-9204.929981888736	248490.86459332984	4644	10471	15874
HepG2_skew	[1.0,1.5)	Inactive cCRE	HepG2	107983	107924	24963.828	32164.28003	107656	-9455.848983247184	246034.1532282465	4608	10379	16104
HepG2_skew	[1.0,1.5)	Inactive cCRE	K562	105383	105324	24521.734	31923.048098	105066	-9625.712982519995	239505.23664753677	4455	9575	15334
HepG2_skew	[1.0,1.5)	Inactive cCRE	MCF-7	107904	107845	25010.461	32405.451757	107574	-9170.582981712068	243116.06641440518	4521	10050	16191
